"Tweet";"C1";"C2";"C3";"C4";"C5";"CLUSTER"
" CAGADA AUTOMATICOS BUENISMO RAZON ARREGLAR TWEETS SERVICIO VERGUENZA TRATANDO";"0";"0";"0";"1";"0";"C4"
" OJALA PESIMO ÑA DUE SERVICIO ALTA TARIFA";"0";"1";"0";"1";"0";"C4"
" LLEVAR MERCADO MASC ALTA TARIFA";"0";"1";"1";"0";"0";"C3"
" INDOLENTES FAMILIA CONFORME VEZ EMPEORA SERVICIO MIEMBRO PIERDEN";"0";"0";"0";"1";"0";"C4"
" DEBE SOPORTAR PASAJERO CANCELAN MALETAS PIERDEN AEROLINEAS SUSPENDEN";"0";"0";"0";"0";"0";"C5"
" CASO PASARON VOUCHER TRAVEL INDIGNANTE DIAS RESPUESTA SERVICIO ESPERO COMPENSACION";"0";"1";"0";"3";"0";"C4"
" CONFIAR IMPOSIBLE CLIENTE SERVICIO PESADILLA";"0";"0";"0";"2";"0";"C4"
" RETRASADOS SERVICIO PENA CAMBIADO";"0";"0";"0";"1";"0";"C4"
" FECHA MIN QUISE HACERLO WEB CAMBIAR POSTVENTA SERVICIO BLOQUEO POSIB CNDO PODIA";"0";"0";"0";"1";"0";"C4"
" SERVICIO EXCELENTE GRACIAS";"0";"0";"0";"1";"0";"C4"
" CONVERSACION MINUTOS TELEFONICA CORTAN RESPUESTA LEJOS DESPUES";"1";"0";"0";"1";"0";"C4"
" ANIMALES RESPUESTAS DAN AHI SERVICIO VIAJEN PIERDEN";"0";"0";"0";"1";"0";"C4"
" HIJOS JAULA PUTA ÑA CLIENTE DUE SERVICIO PASO EMBALADA GATO ROTA ENTREGAN";"0";"0";"1";"2";"0";"C4"
" MINIMO SERVICIO TARIFA";"0";"1";"0";"1";"0";"C4"
" ANIMALES RESPUESTAS DAN AHI SERVICIO VIAJEN PIERDEN";"0";"0";"0";"1";"0";"C4"
" ANIMALES RESPUESTAS DAN AHI SERVICIO VIAJEN PIERDEN";"0";"0";"0";"1";"0";"C4"
" CONFIAR IMPOSIBLE CLIENTE SERVICIO PESADILLA";"0";"0";"0";"2";"0";"C4"
" MEJOR COMPROBADO SERVICIO LEJOS";"0";"0";"0";"1";"0";"C4"
" CONFIAR IMPOSIBLE CLIENTE SERVICIO PESADILLA";"0";"0";"0";"2";"0";"C4"
" CONFIAR IMPOSIBLE CLIENTE SERVICIO PESADILLA";"0";"0";"0";"2";"0";"C4"
" CONFIAR IMPOSIBLE CLIENTE SERVICIO PESADILLA";"0";"0";"0";"2";"0";"C4"
" LAN EMPRESA MOSTRADO FUSION PEOR SERVICIO";"0";"0";"0";"1";"0";"C4"
" MUERO EXCELENTE PENSABA SERVICIO";"0";"0";"0";"1";"0";"C4"
" ESTAN NOCHE PESIMO APLAZANDO TECNICOS SERVICIO";"1";"0";"0";"1";"0";"C4"
" CAGADA AUTOMATICOS BUENISMO RAZON ARREGLAR TWEETS SERVICIO VERGUENZA TRATANDO";"0";"0";"0";"1";"0";"C4"
" PESIMO CONCURRENCIA LUGARES CLIENTE SERVICIO EVENT PERVERSA AEROLINEA";"0";"0";"0";"2";"0";"C4"
" REVISIONES TECNICAS COMUNES AHORA ADICIONALES TERRIBLE";"0";"0";"0";"0";"0";"C5"
" MALTRATAN CLIENTES PESIMO NADIE SERVICIO SANCIONA AEROLINEA";"0";"0";"0";"1";"0";"C4"
" CAGADA AUTOMATICOS BUENISMO RAZON ARREGLAR TWEETS SERVICIO VERGUENZA TRATANDO";"0";"0";"0";"1";"0";"C4"
" PESIMO VEZ VIAJANDO ATRAPADO SERVICIO MILLAS";"0";"0";"0";"1";"0";"C4"
" DECIR TELEFONICO VEZ MALISIMO SERVICIO OFICINAS";"0";"0";"0";"1";"0";"C4"
" CAGADA AUTOMATICOS BUENISMO RAZON ARREGLAR TWEETS SERVICIO VERGUENZA TRATANDO";"0";"0";"0";"1";"0";"C4"
" CAGADA AUTOMATICOS BUENISMO RAZON ARREGLAR TWEETS SERVICIO VERGUENZA TRATANDO";"0";"0";"0";"1";"0";"C4"
" DEBE PASANDO BAJADO LAMENTO SERVICIO CALIDAD HORRIBLE";"0";"0";"0";"1";"0";"C4"
" PESIMO LAN CHILE SERVICIO DIFERENCIA BAJADA";"0";"0";"0";"1";"0";"C4"
" PRECIOS TV AVION TUC APOYA ROTO PERSONAL BSAS SUCIO SERVICIO COMIDA CABEZA ORDINARIO";"0";"0";"0";"1";"0";"C4"
" DAN CABOTAJE NIVELAN EMPRESAS SERVICIO COMIDA ACEPTABLE";"0";"0";"0";"1";"0";"C4"
" DEBE PASANDO SERVICI BAJADO LAMENTO CALIDAD HORRIBLE";"0";"0";"0";"1";"0";"C4"
" SERVICIO PESIMO";"0";"0";"0";"1";"0";"C4"
" CONFIAR IMPOSIBLE CLIENTE SERVICIO PESADILLA";"0";"0";"0";"2";"0";"C4"
" CONFIAR IMPOSIBLE CLIENTE SERVICIO PESADILLA";"0";"0";"0";"2";"0";"C4"
" CONFIAR IMPOSIBLE CLIENTE SERVICIO PESADILLA";"0";"0";"0";"2";"0";"C4"
" CLIENTES LUGAR PESIMO CUIDEN AYUDAR PABLO UIO SERVICIO SALAZAR TRATO";"0";"0";"0";"2";"0";"C4"
" PESIMO CENTRAL COMPRAR RESERVAS SERVICIO TKT";"0";"0";"0";"1";"0";"C4"
" MALTRATAN CLIENTES PESIMO NADIE SERVICIO SANCIONA AEROLINEA";"0";"0";"0";"1";"0";"C4"
" CONFIAR IMPOSIBLE CLIENTE SERVICIO PESADILLA";"0";"0";"0";"2";"0";"C4"
" MALTRATAN CLIENTES PESIMO NADIE SERVICIO SANCIONA AEROLINEA";"0";"0";"0";"1";"0";"C4"
" HAN FORTALEZA ANTIGUAMENTE BAJADO SERVICIO CALIDAD";"0";"0";"0";"1";"0";"C4"
" MANDE VAN RATO HACERSE DM RESPONSABLE SERVICIO PESCAR VODIGO PAUPERRIMO";"0";"0";"0";"2";"0";"C4"
" CONFIAR IMPOSIBLE CLIENTE SERVICIO PESADILLA";"0";"0";"0";"2";"0";"C4"
" CAGADA AUTOMATICOS BUENISMO ARREGLAR TWEETS SERVICIO VERGUENZA TRATANDO";"0";"0";"0";"1";"0";"C4"
" SIEMPRE ODIADO MIERDA SERVICIO BASURA AHORA AEROLINEA ODIO";"0";"0";"0";"1";"0";"C4"
" CASO AFECTADO NUMERO PRESTARTE EXCELENTE IMPORTANTE POSEES AYUDARTE PASAJERO HOLA SERVICIO";"0";"0";"0";"2";"0";"C4"
" CASO AFECTADO NUMERO PRESTARTE EXCELENTE IMPORTANTE POSEES AYUDARTE PASAJERO HOLA SERVICIO";"0";"0";"0";"2";"0";"C4"
" CUARTA ÑIA CLIENTE SERVICIO INEPTA";"0";"0";"0";"2";"0";"C4"
" DELICADA ABORDO DECIR FORMA DAN IMPRESENTABLES SERVICIO";"0";"0";"0";"1";"0";"C4"
" CANCELADOS DESASTRE INFORMACION PASADO FALTA SERVICIO POBRE";"0";"0";"0";"1";"0";"C4"
" CUANTA IRRESPONSABILIDAD";"0";"0";"0";"0";"0";"C5"
" SERVICIO HORRIBLE";"0";"0";"0";"1";"0";"C4"
" NIVEL ASIENTO BENEFICIO SERVICIO TARIFA ENTREGAN";"0";"1";"0";"1";"0";"C4"
" CUANTA IRRESPONSABILIDAD";"0";"0";"0";"0";"0";"C5"
" CUANTA IRRESPONSABILIDAD";"0";"0";"0";"0";"0";"C5"
" CUANTA IRRESPONSABILIDAD";"0";"0";"0";"0";"0";"C5"
" MEJORO PESIMO RECOMIENDO REALMENTE FUSION SERVICIO MEXICO";"0";"0";"0";"1";"0";"C4"
" DEBE SERVICIO MASCOTA APARECER TERRIBLE EXTRAVIARON";"0";"0";"1";"1";"0";"C4"
" DEBE SERVICIO MASCOTA APARECER TERRIBLE EXTRAVIARON";"0";"0";"1";"1";"0";"C4"
" DEBE SERVICIO MASCOTA APARECER TERRIBLE EXTRAVIARON";"0";"0";"1";"1";"0";"C4"
" ESTAN NOCHE PESIMO APLAZANDO TECNICOS SERVICIO";"1";"0";"0";"1";"0";"C4"
" INTERES ENTREGARTE EXCELENTE PREOCUPA NUESTRO HOLA SERVICIO ANTERIOR PRINCIPAL";"0";"0";"0";"1";"0";"C4"
" DEBE SERVICIO MASCOTA APARECER TERRIBLE EXTRAVIARON";"0";"0";"1";"1";"0";"C4"
" DEBE SERVICIO MASCOTA APARECER TERRIBLE EXTRAVIARON";"0";"0";"1";"1";"0";"C4"
" SANTIAGO SOLICITADO CANCELADO GRACIAS SIDO SABIA TAXI AVISAN SERVICIO USTEDES HABIA";"0";"1";"0";"1";"0";"C4"
" HORAS ESPERANDO CENTER PESIMO CALL DM CLIENTE LLEVO RESPUESTA ERRORES SERVICIO COMETEN";"2";"0";"0";"3";"0";"C4"
" ESTAN VOUCHER RESP PESIMO TRAVEL RETRASANDO DIAS SERVICIO USANDO PASAJES COMPRA";"1";"0";"0";"3";"0";"C4"
" SERVICIO POSITIVOS";"0";"0";"0";"1";"0";"C4"
" VITAL COMENTAS EXCELENTE NOSOTROS PRESTARLES PREOCUPA HOLA SERVICIO IMPORTANCIA";"0";"0";"0";"1";"0";"C4"
" DETRAS IMPRESIONANTE EMPATIA CERO EMPRESA POCA VOCACION SERVICIO";"0";"0";"0";"1";"0";"C4"
" SERVICIO MALO AEROLINEA TERRIBLE";"0";"0";"0";"1";"0";"C4"
" COSTO PESIMO BARATOS EMPRESA SERVICIO CONVIRTIO PASAJES";"0";"0";"0";"1";"0";"C4"
" COSTO PESIMO BARATOS EMPRESA SERVICIO CONVIRTIO PASAJES";"0";"0";"0";"1";"0";"C4"
" COSTO PESIMO BARATOS EMPRESA SERVICIO CONVIRTIO PASAJES";"0";"0";"0";"1";"0";"C4"
" PESIMO CONCURRENCIA LUGARES CLIENTE SERVICIO EVENT PERVERSA AEROLINEA";"0";"0";"0";"2";"0";"C4"
" DEFINITIVAMENTE SEGURIDAD BUEN VIAJAR SERVICIO PUNTUALIDAD";"0";"0";"0";"1";"0";"C4"
" PESIMO TURISTICOS CONCURRENCIA LUGARES CLIENTE SERVICIO EVENTOS PERVERSA AEROLINEA";"0";"0";"0";"2";"0";"C4"
" ESTAN VOUCHER RESP PESIMO TRAVEL RETRASANDO DIAS SERVICIO USANDO PASAJES COMPRA";"1";"0";"0";"3";"0";"C4"
" CANJEADO KM RESPONDE CANJEE POST LAN SERVICIO PRODUCTO RECLAMO HORRIBLE";"0";"0";"0";"1";"0";"C4"
" DEVOLUCION DESASTRE NADIE RESPONDE PIDO SERVICIO CAMBIAN";"0";"1";"0";"1";"0";"C4"
" SIQUIERA PLATAFORMAS PESIMO EXISTE FUNCIONAN SERVICIO CALIDAD";"0";"0";"0";"1";"0";"C4"
" ESMERAMOS GUSTO ALEGRA EXCELENTE ESTES VERONICA HOLA RECIBISTE SERVICIO DIA";"0";"0";"0";"1";"0";"C4"
" <U+21E9> PEDISTE ACA EMPRESA HOLA SERVICIO COBRO RECLAMA";"0";"0";"0";"1";"0";"C4"
" DEFINITIVAMENTE SEGURIDAD BUEN VIAJAR SERVICIO PUNTUALIDAD";"0";"0";"0";"1";"0";"C4"
" ESTAN VOUCHER PESIMO TRAVEL RETRASANDO DIAS RESPUESTA SERVICIO USANDO PASAJES COMPRA";"1";"0";"0";"2";"0";"C4"
" DICIENDO CANCELADO COMUNICARSE RECIBI SIDO IMPOSIBLE CLIENTE CORREO SERVICIO";"0";"1";"0";"2";"0";"C4"
" CARGO REALIZAS SALUDOS GENERA PASAJERO SERVICIO PROCESO COMPRA";"0";"0";"0";"1";"0";"C4"
" CARISIMO MIERDA ADIVINEN BARATO USTDS SERVICIO LOWCOST";"0";"0";"0";"1";"0";"C4"
" WN RECUPERA PERDIDO SERVICIO PENE";"0";"0";"1";"1";"0";"C4"
" <U+00BB> <U+00BD> CARISIMO MIERDA <U+008B> <U+00A0> ADIVINEN BARATO USTDS <U+00B9> <U+00BF> PASAR <U+00BC> SERVICIO <ED> LOWCOST";"0";"0";"0";"1";"0";"C4"
" MALETA INTERIOR CASO ENVIADO LAMEMTABLE LLEGO AGENTES SERVICIO CASA DETALLE FALTAN";"0";"0";"1";"2";"0";"C4"
" AZAFATA RETROCEDEN PUESTO MOVIO CLIENTE DIA SERVICIO DEDO";"0";"0";"0";"2";"0";"C4"
" DURANTE PESIMO SERVICIO COMBUSTIBLE ESPERA ABASTECIMIENTO";"0";"0";"0";"2";"0";"C4"
" CARAMELO HORAS VIAJE DAN";"0";"0";"0";"1";"0";"C4"
" DOY PESIMO RESPUESTA SERVICIO VIAJES";"0";"0";"0";"1";"0";"C4"
" AEROPUERTO SERVICIO VERGUENZA";"0";"0";"0";"1";"0";"C4"
" BORDO PROVISIONES CUENTAN SERVICIO COMIDA";"0";"0";"0";"1";"0";"C4"
" DEPRIMENTE CIAS LOW ESPECIAL COMPETENCIA QUIEREN VERGONZOSOS SERVICIO COST";"0";"1";"0";"1";"0";"C4"
" FUTUROS EVITAR VIAJEROS DEPLORABLE HARE SERVICIO POSIBLE PAGUEN";"0";"0";"0";"1";"0";"C4"
" SERVICIO VERGUENZA AEROPUERTO";"0";"0";"0";"1";"0";"C4"
" CUELGAN LLAMADAS CALLCENTER ATIENDEN DESMEJORADO SERVICIO";"0";"0";"0";"1";"0";"C4"
" NISIQUIERA DEVOLUCION ENTREGA CANTIDAD VISTO DIAS EXCESIVO SERVICIO";"0";"1";"1";"2";"0";"C4"
" LLAMADAS FRECUENTE SERVICIO OPERADORES NOTADO COLGAR";"0";"0";"0";"1";"0";"C4"
" ESPERE DM LLAMADO RESPUESTA";"0";"0";"0";"0";"0";"C5"
" NISIQUIERA DEVOLUCION ENTREGA CANTIDAD VISTO DIAS EXCESIVO SERVICIO";"0";"1";"1";"2";"0";"C4"
" CUELGAN LLAMADAS CALLCENTER ATIENDEN DESMEJORADO SERVICIO";"0";"0";"0";"1";"0";"C4"
" LOS ESTUPIDOS PIDEN DATOS RESPONDER WIFI";"0";"0";"0";"0";"1";"C5"
" PASAJEROS REALMENTE FRECUENTES DAN ÑIA COMO VERGONZOSO TRATO CAE";"0";"0";"0";"1";"0";"C4"
" ROMPIERON PUSIERON ABRIERON CANDADO NUEVO VIERON";"0";"0";"2";"0";"0";"C3"
" DESPACHADO CUANTAS CUANTAS EQUIPAJE FUE ABRE ACUERDO AEROPUERTO";"0";"0";"3";"0";"0";"C3"
" DICIENDO AVION HORAS RECLAMOS HAB TENDRIAMOS MAIL ATERRIZO DESPUES";"0";"0";"0";"1";"0";"C4"
" QUEDO LUGAR DESTROZARON RECLAMOS VUELO ASI MI DICEN GUITARRA";"0";"1";"1";"0";"0";"C3"
" GRACIAS INQUIETUDES EXCELENTE RESPUESTA SERVICIO INCONVENIENTES";"0";"0";"0";"1";"0";"C4"
" RESPONDIDA YA ESPERO DATO SOLICITADO SEA";"0";"0";"0";"0";"1";"C5"
" PAGINA COMPRANDO PERMITE BOTON FIRMANDO BOLETO ESTOY DANDOLE PAGO CONTINUAR AVANZAR HOLA";"0";"1";"0";"1";"1";"C5"
" DECIR BUROCRACIA PATETICOS PARA RESPONDER CON NECESITAN WIFI";"0";"0";"0";"0";"0";"C5"
" PERMITE DEVOLUCION SALUDOS SOLICITAR INVOLUNTARIO CAMBIO";"0";"1";"0";"0";"0";"C2"
" ANIMO CRISTIAN CONSIGAS DUDO";"0";"0";"0";"0";"0";"C5"
" BORDO PABLO SAN WI";"0";"0";"0";"0";"0";"C5"
" SOLA PERMITE PASAJEROS WEB TARJETA DESCARGAR";"0";"0";"0";"0";"1";"C5"
" INEFICIENCIA GESTION SOLUCIONAR QUE ERRORES MALA PROPIOS";"0";"0";"0";"1";"0";"C4"
" MALETA PERDIERON LMA-CANCUN";"0";"0";"2";"0";"0";"C3"
" CONEXIONES SUPERVISORA REGRESO AYUDAR AEROPUERTO INSULTO ESTAMOS ESTADIA";"0";"0";"0";"2";"0";"C4"
" SERVICIO PEOR ALCLIENTE";"0";"0";"0";"1";"0";"C4"
" MALETA RECIBI MIA LLEGO CONTENIDO";"0";"0";"1";"0";"0";"C3"
" ES UNA CLASICO LOCURA RT ESPERAR ABURRIERON";"0";"0";"0";"1";"0";"C4"
" EMPRESA SUGIEREORONTOS CERRAR TERRIBLE ATENCION";"0";"0";"0";"1";"0";"C4"
" ES UNA CLASICO LOCURA ESPERAR ABURRIERON";"0";"0";"0";"1";"0";"C4"
" RATEROS MIS UDS PASAJES AEROLINEA";"0";"1";"0";"0";"0";"C2"
" AIRLINES DIRECTOR COLOMBIA NOMBRA EJECUTIVO NUEVO LATAM";"0";"0";"0";"0";"1";"C5"
" PLEASE CALL DECIR ALGUIEN ATIENDAN CENTER";"3";"0";"0";"0";"0";"C1"
" MATIL MAIL";"0";"0";"0";"0";"0";"C5"
" CAMBIAN SELECCIONE ASIENTO CHEQUEO";"0";"0";"0";"0";"0";"C5"
" INES EL SILVA YMVIF RESERVA LA2429 MATILDE CODIGO MARIA";"0";"0";"0";"0";"0";"C5"
" TRANSPORTAR ESCRITORIO CPU PC DESPACHADO EQUIPAJE MANO GABINETE";"0";"0";"3";"0";"0";"C3"
" VOSOTROS SEGUN HABLAR";"0";"0";"0";"0";"0";"C5"
" REQUESTED RESOLVED MISSING FLIGHTS STILL STILL HALF CLOSE DON MY NOT THE PLEASE TICKET";"0";"0";"0";"0";"0";"C5"
" INGRESAR LATAMPASS";"0";"0";"0";"0";"2";"C5"
" MIA-SCL QUEDO LUGAR DESTROZARON RECLAMOS VUELO ASI DICEN RT GUITARRA";"0";"1";"1";"0";"0";"C3"
" PIDEN DATOS RESPONDER LOS ESTUPIDOS WIFI";"0";"0";"0";"0";"1";"C5"
" PASAJEROS REALMENTE FRECUENTES DAN ÑIA COMO VERGONZOSO TRATO CAE";"0";"0";"0";"1";"0";"C4"
" DESPACHADO CUANTAS CUANTAS EQUIPAJE FUE ABRE ACUERDO AEROPUERTO";"0";"0";"3";"0";"0";"C3"
" DICIENDO AVION HORAS HABLE RECLAMOS TENDRIAMOS MAIL ATERRIZO DESPUES";"0";"0";"0";"1";"0";"C4"
" QUEDO LUGAR DESTROZARON RECLAMOS VUELO ASI MI DICEN GUITARRA";"0";"1";"1";"0";"0";"C3"
" GRACIAS INQUIETUDES EXCELENTE RESPUESTA SERVICIO INCONVENIENTES";"0";"0";"0";"1";"0";"C4"
" DECIR BUROCRACIA PATETICOS PARA RESPONDER CON NECESITAN WIFI";"0";"0";"0";"0";"0";"C5"
" PERMITE DEVOLUCION SALUDOS SOLICITAR INVOLUNTARIO CAMBIO";"0";"1";"0";"0";"0";"C2"
" NADIE RESPONDE RESPUESTAS LATAM AIRLINES VERGUENZA UNO CONTESTA LEJOS ERAL ENTREGAN";"1";"0";"0";"0";"1";"C5"
" COBRAN SUBIR EXCESO MERCADO AIRLINES LATAM MALETAS INAFICIENTE AEROLINEA";"0";"1";"0";"0";"1";"C5"
" INFORMA RECOMENDACIONES AIRLINES LATAM MEDIDAS RAIZ";"0";"0";"0";"0";"1";"C5"
" ANIMO CRISTIAN CONSIGAS DUDO";"0";"0";"0";"0";"0";"C5"
" BUEN DATO VOLAR";"0";"0";"0";"0";"1";"C5"
" SOLA PERMITE PASAJEROS WEB TARJETA DESCARGAR";"0";"0";"0";"0";"1";"C5"
" INEFICIENCIA GESTION SOLUCIONAR QUE ERRORES MALA PROPIOS";"0";"0";"0";"1";"0";"C4"
" CONEXIONES SUPERVISORA REGRESO AYUDAR AEROPUERTO INSULTO ESTAMOS ESTADIA";"0";"0";"0";"2";"0";"C4"
" MALETA LLEGAR PERDIERON PEOR MXCO";"0";"0";"2";"0";"0";"C3"
" ES UNA CLASICO LOCURA RT ESPERAR ABURRIERON";"0";"0";"0";"1";"0";"C4"
" VINO IDO UUUU BOTELLAS CON PERFECTAS BIEN POBRE";"0";"0";"0";"0";"0";"C5"
" LOW MY EVEN THIS THIS LIFE FAR ISSUE AIRLINES BY RT NOT EXPERIENCE HAVE CUSTOMER THE WORSE EVER COST";"0";"1";"0";"0";"0";"C2"
" CANNOT TICKET HELP CAN PHONE BUY MULTIPLE WEBSITE YOUR TIMES SERVICE CUSTOMER YOU THE TRIED FROM";"0";"0";"0";"0";"0";"C5"
" CARO EXTRAS FUNCIONA QUERIAN COST ASI COBRANDO RT NO LOW";"0";"4";"0";"0";"0";"C2"
" GENTE TOMALO DEJALO ESPERATE EMPLEADOS CABRONES RT GUSTA SUS WEBEAR VAN";"0";"0";"0";"1";"0";"C4"
" VUELTA COMIDA COBRARON GRATIS";"0";"1";"0";"0";"0";"C2"
" CARO EXTRAS FUNCIONA QUERIAN COST ASI COBRANDO NO LOW";"0";"4";"0";"0";"0";"C2"
" SERVICIO PESIMO";"0";"0";"0";"1";"0";"C4"
" SERVICIO QUE LATAM MIERDA";"0";"0";"0";"1";"1";"C5"
" ESPERE SENTADO BIEN";"0";"0";"0";"0";"0";"C5"
" SERVICIO POBRE PASADO UN";"0";"0";"0";"1";"0";"C4"
" TRATA MISMO PASAJERO FAMOSO AQUI DA TRATADO";"0";"0";"1";"0";"0";"C3"
" PLASTICO BUEN LATAM MIERDA HUASOS RT INEFICIENTE SERVICIO GUITARRAS FALTO";"0";"0";"0";"1";"1";"C5"
" PEDAZOS TENGA LADRIS NO SERVICIO DEJARON";"0";"0";"0";"1";"0";"C4"
" MONT HOY CASI PAGUE SANTIAGO-PUERTO QUIERE VIAJE AGUA BODEGA RT EQUIPAJE PIE VIAJO";"0";"1";"2";"0";"0";"C3"
" BRINDAR SERVICIO CALIDAD";"0";"0";"0";"1";"0";"C4"
" GENTE TOMALO DEJALO ESPERATE EMPLEADOS CABRONES GUSTA SUS WEBEAR VAN";"0";"0";"0";"1";"0";"C4"
" CHILE ARGENTINOS LATAM RT ESTOS PELOTUDOS DICHO PASAJES";"0";"0";"0";"0";"1";"C5"
" LATAM ABSOLUTAMENTE RT INEFICIENTE";"0";"0";"0";"0";"1";"C5"
" SERVICIO DEFINITIVAMENTE CLIENTE AEROLINEA PEOR";"0";"0";"0";"2";"0";"C4"
" SERVICIO DESASTRE AEROPARQUE";"0";"0";"0";"1";"0";"C4"
" PESIMO TENIA CHILENOS CUMPLIDO CREIA HAN SERVICIO MUXOS ANHELO";"0";"0";"0";"1";"0";"C4"
" ÑIA LATAM PESIMA";"0";"0";"0";"0";"1";"C5"
" COLO MALO TRANSPORTE RT SERVICIO";"0";"0";"0";"1";"0";"C4"
" EMPRESA RT DESASTRE";"0";"0";"0";"0";"0";"C5"
" MALO SERVICIO RECLAMOS VEZ EMPEORA MEJOR RT INUTILES DIA LATAM RESPUESTAS";"0";"0";"0";"1";"1";"C5"
" EL RT SERVICIO PESIMO";"0";"0";"0";"1";"0";"C4"
" INCREIBLE CONSUMIDOR DEFIENDA INSTITUCION RT HAYA";"0";"0";"0";"0";"0";"C5"
" PESIMO BUSINESS RT SERVICIO CLASS SEGUIMOS";"0";"0";"0";"1";"0";"C4"
" NY ASIENTOS HIJO PESIMO SEPARADO RT AYER SERVICIO VIAJO TENIAN";"0";"0";"0";"1";"0";"C4"
" PESIMO RT SISTEMA ENTREGA EQUIPAJE";"0";"0";"2";"0";"1";"C3"
" CENTER ATENCION CALL PEDIR MOMENTO PEOR EMOCIONAL SERVICIO MASCOTA TENIDO";"2";"0";"1";"2";"0";"C4"
" SERVICIO COMIDA DEFICIENTE ADEMAS DAR MIERDA";"0";"0";"0";"1";"0";"C4"
" SERVICIO LATAM MEJOR EL COMODIDAD IGUAL";"0";"0";"0";"1";"1";"C5"
" POSITIVO CLIENTES HICIERON PORQUE OHH NAD NULA RESPONSABILIDAD SERVICIO";"0";"0";"0";"1";"0";"C4"
" MONT HOY CASI PAGUE SANTIAGO-PUERTO QUIERE VIAJE AGUA BODEGA EQUIPAJE PIE VIAJO";"0";"1";"2";"0";"0";"C3"
" PRECIOS SE ONDA TARAPOTO PESIMO DOLARES AGUA DAN RT QUE SERVICIO";"0";"0";"0";"1";"0";"C4"
" COLMO ES MALOS AGUA CADA RT PEOR VA COBRAN DIA SERVICIO";"0";"1";"0";"1";"0";"C4"
" MEJORE ESTEN SERVICI QUIZAS PAGADOS OJALA CORRIJA DESMOTIVADOS";"0";"0";"0";"1";"0";"C4"
" COLMO ES MALOS AGUA CADA VA COBRAN DIA SERVICIO";"0";"1";"0";"1";"0";"C4"
" UDS REALMENTE DESEAR RESPONDAN OJALA SERVICIO";"0";"0";"0";"1";"0";"C4"
" SERVICIO CANCELADOS VUELOS REEMBOLSOS ADEMAS";"0";"1";"0";"1";"0";"C4"
" CHILE ARGENTINOS LATAM ESTOS PELOTUDOS PASAJES";"0";"0";"0";"0";"1";"C5"
" GRAVE INSIGNE NUESTRO ENTERANDOME SERVICIO";"0";"0";"0";"1";"0";"C4"
" SERVICIO EXCELENTE ASISTIRTE PARA";"0";"0";"0";"1";"0";"C4"
" PLASTICO BUEN LATAM MIERDA HUASOS INEFICIENTE SERVICIO GUITARRAS FALTO";"0";"0";"0";"1";"1";"C5"
" EJEMPLAR CUMPLIDA AEROLINEA";"0";"0";"0";"0";"0";"C5"
" PAGARLO CUPONES COBRAN VALE COST FLEX LATAM RT LOW SERVICIO VERSO TARIFA UPGRADE";"0";"6";"0";"1";"1";"C2"
" PAGARLO CUPONES COBRAN VALE AT COST FLEX LATAM HORRIBLE CLIENTE LOW SERVICIO VERSO TARIFA UPGRADE";"0";"6";"0";"2";"1";"C2"
" IMPORTA CONSECUENTE SLOGAN CLIENTE PEOR SERVICIO DIA LATAM PUBLICIDAD";"0";"0";"0";"2";"1";"C4"
" NUESTRAS GRAVE INSIGNE GUIT RT NUESTRO ENTERANDOME SERVICIO";"0";"0";"1";"1";"0";"C4"
" TICKET DECIR FINAL DIERON MISMO VENTA PUEDO SERVICIO COMPRE SOLUCION";"0";"0";"1";"1";"0";"C4"
" GRAVE INSIGNE NUESTRO NUESTRA ENTERANDOME SERVICIO";"0";"0";"0";"1";"0";"C4"
" NY ASIENTOS HIJO PESIMO AYER SEPAR SERVICIO VIAJO TENIAN";"0";"0";"0";"1";"0";"C4"
" ACPETO ESPERO UNA MISERABLES DOLARES OFRECEN MIERDA NO SERVICIO COMPENSACION";"0";"1";"0";"1";"0";"C4"
" PAGINA DESASTROSA RT ADREDE";"0";"0";"0";"1";"1";"C5"
" ESTAN DESASTRE RECLAMOS RT OBVIAMENTE COLAOSADOS";"1";"0";"0";"0";"0";"C1"
" PAGUES CAMBIAN RT IGUAL NO DESPUES";"0";"1";"0";"0";"0";"C2"
" NUNCA SOLOS RT MENOR VIAJAR AÑOS DICE";"0";"0";"0";"0";"0";"C5"
" MAMA ARRUINARON LLAMARON PAGAR CUMPLEA RT VIAJARAN TUVO BAJARON SERVICIO LOS ÑOS";"0";"1";"0";"1";"0";"C4"
" PAGUES CAMBIAN IGUAL NO DESPUES";"0";"1";"0";"0";"0";"C2"
" ESTAN OBVIAMENTE COLAOSADOS DESASTRE RECLAMOS";"1";"0";"0";"0";"0";"C1"
" NACIONAL VERGUENZA EMPRESA";"0";"0";"0";"0";"0";"C5"
" ADREDE PAGINA DESASTROSA";"0";"0";"0";"1";"1";"C5"
" MAMA ARRUINARON LLAMARON PAGAR VIAJARAN TUVO BAJARON SERVICIO LOS CUMP";"0";"1";"0";"1";"0";"C4"
" NUNCA SOLOS MENOR VIAJAR AÑOS DICE";"0";"0";"0";"0";"0";"C5"
" NI SECNAC COSQUILLAS INMUNES SINVERGUENZAS";"0";"0";"0";"0";"0";"C5"
" MISERIA ESTOS DESTROZ DARAN LAVAN MANOS COMPENSACION";"0";"2";"1";"0";"0";"C2"
" MALO RT VUELES";"0";"0";"0";"0";"0";"C5"
" PEDORRA SE PIERDAS VOLVIERON NO EMPRESA";"0";"0";"0";"0";"0";"C5"
